model,task_id,rollout_id,step,group_id,candidate_id,domain,invalid_outputs,invalid_provenance,rollout_invalid_outputs,stage,group_position,gold_count,unique_gold_A,completion_length,raw_n,grounded_n,coverage,s_cot,s_explore,dsr_branch,primary_reward,closed,raw_invalid_text
baseline,baseline:44:0:1,44,86,9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,1,video,,unavailable:not_persisted_per_task,1,50-100,0,15,15,,,,,,,,,,
baseline,baseline:44:0:2,44,86,9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,2,video,,unavailable:not_persisted_per_task,1,50-100,0,15,15,,,,,,,,,,
baseline,baseline:44:0:3,44,86,9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,3,video,,unavailable:not_persisted_per_task,1,50-100,0,15,15,,,,,,,,,,
baseline,baseline:44:1:0,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,0,video,,unavailable:not_persisted_per_task,1,50-100,1,12,12,,,,,,,,,,
baseline,baseline:44:1:1,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,1,video,,unavailable:not_persisted_per_task,1,50-100,1,12,12,,,,,,,,,,
baseline,baseline:44:1:2,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,2,video,,unavailable:not_persisted_per_task,1,50-100,1,12,12,,,,,,,,,,
baseline,baseline:44:1:3,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,3,video,,unavailable:not_persisted_per_task,1,50-100,1,12,12,,,,,,,,,,
baseline,baseline:44:2:0,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,0,ad,,unavailable:not_persisted_per_task,1,50-100,2,2,1,,,,,,,,,,
baseline,baseline:44:2:1,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,1,ad,,unavailable:not_persisted_per_task,1,50-100,2,2,1,,,,,,,,,,
baseline,baseline:44:2:2,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,2,ad,,unavailable:not_persisted_per_task,1,50-100,2,2,1,,,,,,,,,,
baseline,baseline:44:2:3,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,3,ad,,unavailable:not_persisted_per_task,1,50-100,2,2,1,,,,,,,,,,
baseline,baseline:44:3:0,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,0,prod,,unavailable:not_persisted_per_task,1,50-100,3,3,1,,,,,,,,,,
baseline,baseline:44:3:1,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,1,prod,,unavailable:not_persisted_per_task,1,50-100,3,3,1,,,,,,,,,,
baseline,baseline:44:3:2,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,2,prod,,unavailable:not_persisted_per_task,1,50-100,3,3,1,,,,,,,,,,
baseline,baseline:44:3:3,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,3,prod,,unavailable:not_persisted_per_task,1,50-100,3,3,1,,,,,,,,,,
baseline,baseline:49:0:0,49,96,119e3f527cc020d71c5beacacb45031def8f75c30ea6b041adbee0d4bd1ba93c,0,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
baseline,baseline:49:0:1,49,96,119e3f527cc020d71c5beacacb45031def8f75c30ea6b041adbee0d4bd1ba93c,1,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
baseline,baseline:49:0:2,49,96,119e3f527cc020d71c5beacacb45031def8f75c30ea6b041adbee0d4bd1ba93c,2,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
baseline,baseline:49:0:3,49,96,119e3f527cc020d71c5beacacb45031def8f75c30ea6b041adbee0d4bd1ba93c,3,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
baseline,baseline:49:1:0,49,96,bc0498e018bdd3399b55bb5f3b77e321ae15ef9e142b9906efe22d7e704a4641,0,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
baseline,baseline:49:1:1,49,96,bc0498e018bdd3399b55bb5f3b77e321ae15ef9e142b9906efe22d7e704a4641,1,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
baseline,baseline:49:1:2,49,96,bc0498e018bdd3399b55bb5f3b77e321ae15ef9e142b9906efe22d7e704a4641,2,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
baseline,baseline:49:1:3,49,96,bc0498e018bdd3399b55bb5f3b77e321ae15ef9e142b9906efe22d7e704a4641,3,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
baseline,baseline:49:2:0,49,96,a28c925e07ca8faa7afcfa75882b61a9c3036c1657e4af995cc5a6ffe520d2a3,0,prod,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
baseline,baseline:49:2:1,49,96,a28c925e07ca8faa7afcfa75882b61a9c3036c1657e4af995cc5a6ffe520d2a3,1,prod,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
baseline,baseline:49:2:2,49,96,a28c925e07ca8faa7afcfa75882b61a9c3036c1657e4af995cc5a6ffe520d2a3,2,prod,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
baseline,baseline:49:2:3,49,96,a28c925e07ca8faa7afcfa75882b61a9c3036c1657e4af995cc5a6ffe520d2a3,3,prod,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
baseline,baseline:49:3:0,49,96,8a27ccb17931890a0b4a730c68060763b6939392fef396f4a67436e45aba86a6,0,video,,unavailable:not_persisted_per_task,0,50-100,3,11,11,,,,,,,,,,
baseline,baseline:49:3:1,49,96,8a27ccb17931890a0b4a730c68060763b6939392fef396f4a67436e45aba86a6,1,video,,unavailable:not_persisted_per_task,0,50-100,3,11,11,,,,,,,,,,
baseline,baseline:49:3:2,49,96,8a27ccb17931890a0b4a730c68060763b6939392fef396f4a67436e45aba86a6,2,video,,unavailable:not_persisted_per_task,0,50-100,3,11,11,,,,,,,,,,
baseline,baseline:49:3:3,49,96,8a27ccb17931890a0b4a730c68060763b6939392fef396f4a67436e45aba86a6,3,video,,unavailable:not_persisted_per_task,0,50-100,3,11,11,,,,,,,,,,
baseline,baseline:50:0:0,50,98,40c5143f486f8e047652ac44f19dfdeb02309aa136d72761d9986c675ec92f2e,0,ad,,unavailable:not_persisted_per_task,1,50-100,0,2,2,,,,,,,,,,
baseline,baseline:50:0:1,50,98,40c5143f486f8e047652ac44f19dfdeb02309aa136d72761d9986c675ec92f2e,1,ad,,unavailable:not_persisted_per_task,1,50-100,0,2,2,,,,,,,,,,
baseline,baseline:50:0:2,50,98,40c5143f486f8e047652ac44f19dfdeb02309aa136d72761d9986c675ec92f2e,2,ad,,unavailable:not_persisted_per_task,1,50-100,0,2,2,,,,,,,,,,
baseline,baseline:50:0:3,50,98,40c5143f486f8e047652ac44f19dfdeb02309aa136d72761d9986c675ec92f2e,3,ad,,unavailable:not_persisted_per_task,1,50-100,0,2,2,,,,,,,,,,
baseline,baseline:50:1:0,50,98,d45c49008c172189901a55bfcf094cc6d2ce429a76740614e6fe28adb073ea3b,0,video,,unavailable:not_persisted_per_task,1,50-100,1,12,8,,,,,,,,,,
baseline,baseline:50:1:1,50,98,d45c49008c172189901a55bfcf094cc6d2ce429a76740614e6fe28adb073ea3b,1,video,,unavailable:not_persisted_per_task,1,50-100,1,12,8,,,,,,,,,,
baseline,baseline:50:1:2,50,98,d45c49008c172189901a55bfcf094cc6d2ce429a76740614e6fe28adb073ea3b,2,video,,unavailable:not_persisted_per_task,1,50-100,1,12,8,,,,,,,,,,
baseline,baseline:50:1:3,50,98,d45c49008c172189901a55bfcf094cc6d2ce429a76740614e6fe28adb073ea3b,3,video,,unavailable:not_persisted_per_task,1,50-100,1,12,8,,,,,,,,,,
baseline,baseline:50:2:0,50,98,b7293186fc1b2503be392a972d8f728d30402f23e530c0f84dd1d4c240b3be61,0,living,,unavailable:not_persisted_per_task,1,50-100,2,2,2,,,,,,,,,,
baseline,baseline:50:2:1,50,98,b7293186fc1b2503be392a972d8f728d30402f23e530c0f84dd1d4c240b3be61,1,living,,unavailable:not_persisted_per_task,1,50-100,2,2,2,,,,,,,,,,
baseline,baseline:50:2:2,50,98,b7293186fc1b2503be392a972d8f728d30402f23e530c0f84dd1d4c240b3be61,2,living,,unavailable:not_persisted_per_task,1,50-100,2,2,2,,,,,,,,,,
baseline,baseline:50:2:3,50,98,b7293186fc1b2503be392a972d8f728d30402f23e530c0f84dd1d4c240b3be61,3,living,,unavailable:not_persisted_per_task,1,50-100,2,2,2,,,,,,,,,,
baseline,baseline:50:3:0,50,98,06342e3516bd54b7db3b4cbaab5bd5cd22f4885d5d2c984bcde23810e0baff01,0,prod,,unavailable:not_persisted_per_task,1,50-100,3,6,2,,,,,,,,,,
baseline,baseline:50:3:1,50,98,06342e3516bd54b7db3b4cbaab5bd5cd22f4885d5d2c984bcde23810e0baff01,1,prod,,unavailable:not_persisted_per_task,1,50-100,3,6,2,,,,,,,,,,
baseline,baseline:50:3:2,50,98,06342e3516bd54b7db3b4cbaab5bd5cd22f4885d5d2c984bcde23810e0baff01,2,prod,,unavailable:not_persisted_per_task,1,50-100,3,6,2,,,,,,,,,,
baseline,baseline:50:3:3,50,98,06342e3516bd54b7db3b4cbaab5bd5cd22f4885d5d2c984bcde23810e0baff01,3,prod,,unavailable:not_persisted_per_task,1,50-100,3,6,2,,,,,,,,,,
baseline,baseline:55:0:0,55,108,ff62985956d9168edb6a7111482ba99c4b90534f0475b22ca3dc720fc3565fea,0,video,,unavailable:not_persisted_per_task,0,100-150,0,19,16,,,,,,,,,,
baseline,baseline:55:0:1,55,108,ff62985956d9168edb6a7111482ba99c4b90534f0475b22ca3dc720fc3565fea,1,video,,unavailable:not_persisted_per_task,0,100-150,0,19,16,,,,,,,,,,
baseline,baseline:55:0:2,55,108,ff62985956d9168edb6a7111482ba99c4b90534f0475b22ca3dc720fc3565fea,2,video,,unavailable:not_persisted_per_task,0,100-150,0,19,16,,,,,,,,,,
baseline,baseline:55:0:3,55,108,ff62985956d9168edb6a7111482ba99c4b90534f0475b22ca3dc720fc3565fea,3,video,,unavailable:not_persisted_per_task,0,100-150,0,19,16,,,,,,,,,,
baseline,baseline:55:1:0,55,108,67ab58f9ad082946b52ca1500ae4d6d55ed6f546c7c833fb4b686374589ce564,0,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:55:1:1,55,108,67ab58f9ad082946b52ca1500ae4d6d55ed6f546c7c833fb4b686374589ce564,1,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:55:1:2,55,108,67ab58f9ad082946b52ca1500ae4d6d55ed6f546c7c833fb4b686374589ce564,2,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:55:1:3,55,108,67ab58f9ad082946b52ca1500ae4d6d55ed6f546c7c833fb4b686374589ce564,3,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:55:2:0,55,108,c4a730a681582c59f8a09e4784e4832a57be0755ed4cc69d6e8494963b358a0a,0,video,,unavailable:not_persisted_per_task,0,100-150,2,20,17,,,,,,,,,,
baseline,baseline:55:2:1,55,108,c4a730a681582c59f8a09e4784e4832a57be0755ed4cc69d6e8494963b358a0a,1,video,,unavailable:not_persisted_per_task,0,100-150,2,20,17,,,,,,,,,,
baseline,baseline:55:2:2,55,108,c4a730a681582c59f8a09e4784e4832a57be0755ed4cc69d6e8494963b358a0a,2,video,,unavailable:not_persisted_per_task,0,100-150,2,20,17,,,,,,,,,,
baseline,baseline:55:2:3,55,108,c4a730a681582c59f8a09e4784e4832a57be0755ed4cc69d6e8494963b358a0a,3,video,,unavailable:not_persisted_per_task,0,100-150,2,20,17,,,,,,,,,,
baseline,baseline:55:3:0,55,108,cf90ee92683994f10d62264ea7fee5a8bc3de32ebbe08b1caa403757cecf5f58,0,video,,unavailable:not_persisted_per_task,0,100-150,3,14,11,,,,,,,,,,
baseline,baseline:55:3:1,55,108,cf90ee92683994f10d62264ea7fee5a8bc3de32ebbe08b1caa403757cecf5f58,1,video,,unavailable:not_persisted_per_task,0,100-150,3,14,11,,,,,,,,,,
baseline,baseline:55:3:2,55,108,cf90ee92683994f10d62264ea7fee5a8bc3de32ebbe08b1caa403757cecf5f58,2,video,,unavailable:not_persisted_per_task,0,100-150,3,14,11,,,,,,,,,,
baseline,baseline:55:3:3,55,108,cf90ee92683994f10d62264ea7fee5a8bc3de32ebbe08b1caa403757cecf5f58,3,video,,unavailable:not_persisted_per_task,0,100-150,3,14,11,,,,,,,,,,
baseline,baseline:56:0:0,56,110,cf06cb7a094ce31fc28173c0b1fc82bb0d2074dce3775fc7204962cef4222eb6,0,ad,,unavailable:not_persisted_per_task,0,100-150,0,3,2,,,,,,,,,,
baseline,baseline:56:0:1,56,110,cf06cb7a094ce31fc28173c0b1fc82bb0d2074dce3775fc7204962cef4222eb6,1,ad,,unavailable:not_persisted_per_task,0,100-150,0,3,2,,,,,,,,,,
baseline,baseline:56:0:2,56,110,cf06cb7a094ce31fc28173c0b1fc82bb0d2074dce3775fc7204962cef4222eb6,2,ad,,unavailable:not_persisted_per_task,0,100-150,0,3,2,,,,,,,,,,
baseline,baseline:56:0:3,56,110,cf06cb7a094ce31fc28173c0b1fc82bb0d2074dce3775fc7204962cef4222eb6,3,ad,,unavailable:not_persisted_per_task,0,100-150,0,3,2,,,,,,,,,,
baseline,baseline:56:1:0,56,110,2e028f42872c6fd66b8297fc37f8e9b3645f27d0163dfbac8c71c5292b720329,0,video,,unavailable:not_persisted_per_task,0,100-150,1,12,10,,,,,,,,,,
baseline,baseline:56:1:1,56,110,2e028f42872c6fd66b8297fc37f8e9b3645f27d0163dfbac8c71c5292b720329,1,video,,unavailable:not_persisted_per_task,0,100-150,1,12,10,,,,,,,,,,
baseline,baseline:56:1:2,56,110,2e028f42872c6fd66b8297fc37f8e9b3645f27d0163dfbac8c71c5292b720329,2,video,,unavailable:not_persisted_per_task,0,100-150,1,12,10,,,,,,,,,,
baseline,baseline:56:1:3,56,110,2e028f42872c6fd66b8297fc37f8e9b3645f27d0163dfbac8c71c5292b720329,3,video,,unavailable:not_persisted_per_task,0,100-150,1,12,10,,,,,,,,,,
baseline,baseline:56:2:0,56,110,b7e4d4511fa1408aa85399b08ebb8e052feebe7c0512ed4d71410d945a556f05,0,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:56:2:1,56,110,b7e4d4511fa1408aa85399b08ebb8e052feebe7c0512ed4d71410d945a556f05,1,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:56:2:2,56,110,b7e4d4511fa1408aa85399b08ebb8e052feebe7c0512ed4d71410d945a556f05,2,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:56:2:3,56,110,b7e4d4511fa1408aa85399b08ebb8e052feebe7c0512ed4d71410d945a556f05,3,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:56:3:0,56,110,0c186d14bafbc1a28a6c9eb589ea17afb27ea6e04411c5e1efaada44ac525e29,0,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:56:3:1,56,110,0c186d14bafbc1a28a6c9eb589ea17afb27ea6e04411c5e1efaada44ac525e29,1,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:56:3:2,56,110,0c186d14bafbc1a28a6c9eb589ea17afb27ea6e04411c5e1efaada44ac525e29,2,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:56:3:3,56,110,0c186d14bafbc1a28a6c9eb589ea17afb27ea6e04411c5e1efaada44ac525e29,3,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:61:0:0,61,120,b6fea39a1bf187c715f59f6e66d65e7d18cd0a047d9e02c2aac81b07749b36bc,0,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:61:0:1,61,120,b6fea39a1bf187c715f59f6e66d65e7d18cd0a047d9e02c2aac81b07749b36bc,1,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:61:0:2,61,120,b6fea39a1bf187c715f59f6e66d65e7d18cd0a047d9e02c2aac81b07749b36bc,2,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:61:0:3,61,120,b6fea39a1bf187c715f59f6e66d65e7d18cd0a047d9e02c2aac81b07749b36bc,3,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:61:1:0,61,120,1ee593e5284d5773b470c17a676137aafe862db740c00bb5f81fabf4642a0302,0,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:61:1:1,61,120,1ee593e5284d5773b470c17a676137aafe862db740c00bb5f81fabf4642a0302,1,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:61:1:2,61,120,1ee593e5284d5773b470c17a676137aafe862db740c00bb5f81fabf4642a0302,2,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:61:1:3,61,120,1ee593e5284d5773b470c17a676137aafe862db740c00bb5f81fabf4642a0302,3,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
baseline,baseline:61:2:0,61,120,36dad14cd22e5786cb3e43ef8f2586c63dff82b0d0772191718bb539f631334e,0,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:61:2:1,61,120,36dad14cd22e5786cb3e43ef8f2586c63dff82b0d0772191718bb539f631334e,1,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:61:2:2,61,120,36dad14cd22e5786cb3e43ef8f2586c63dff82b0d0772191718bb539f631334e,2,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:61:2:3,61,120,36dad14cd22e5786cb3e43ef8f2586c63dff82b0d0772191718bb539f631334e,3,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:61:3:0,61,120,0699177fb5346347fd46bae64fd3e71642bfb1f9c4b9e3c37d2d1748877f4c28,0,video,,unavailable:not_persisted_per_task,0,100-150,3,12,11,,,,,,,,,,
baseline,baseline:61:3:1,61,120,0699177fb5346347fd46bae64fd3e71642bfb1f9c4b9e3c37d2d1748877f4c28,1,video,,unavailable:not_persisted_per_task,0,100-150,3,12,11,,,,,,,,,,
baseline,baseline:61:3:2,61,120,0699177fb5346347fd46bae64fd3e71642bfb1f9c4b9e3c37d2d1748877f4c28,2,video,,unavailable:not_persisted_per_task,0,100-150,3,12,11,,,,,,,,,,
baseline,baseline:61:3:3,61,120,0699177fb5346347fd46bae64fd3e71642bfb1f9c4b9e3c37d2d1748877f4c28,3,video,,unavailable:not_persisted_per_task,0,100-150,3,12,11,,,,,,,,,,
baseline,baseline:62:0:0,62,122,1fcd0948aea44098db024fdec8fca37adeae8371dcd95098960e813e585db6ef,0,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:62:0:1,62,122,1fcd0948aea44098db024fdec8fca37adeae8371dcd95098960e813e585db6ef,1,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:62:0:2,62,122,1fcd0948aea44098db024fdec8fca37adeae8371dcd95098960e813e585db6ef,2,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:62:0:3,62,122,1fcd0948aea44098db024fdec8fca37adeae8371dcd95098960e813e585db6ef,3,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
baseline,baseline:62:1:0,62,122,2fbb89ca71192c54b77334f632acd194fef8072126bcf8ed40248af90a714f9f,0,ad,,unavailable:not_persisted_per_task,0,100-150,1,6,5,,,,,,,,,,
baseline,baseline:62:1:1,62,122,2fbb89ca71192c54b77334f632acd194fef8072126bcf8ed40248af90a714f9f,1,ad,,unavailable:not_persisted_per_task,0,100-150,1,6,5,,,,,,,,,,
baseline,baseline:62:1:2,62,122,2fbb89ca71192c54b77334f632acd194fef8072126bcf8ed40248af90a714f9f,2,ad,,unavailable:not_persisted_per_task,0,100-150,1,6,5,,,,,,,,,,
baseline,baseline:62:1:3,62,122,2fbb89ca71192c54b77334f632acd194fef8072126bcf8ed40248af90a714f9f,3,ad,,unavailable:not_persisted_per_task,0,100-150,1,6,5,,,,,,,,,,
baseline,baseline:62:2:0,62,122,ce21a6f86fbbf6fdae9b0636beffd14586c0a7ff1347814523b46b91437569db,0,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
baseline,baseline:62:2:1,62,122,ce21a6f86fbbf6fdae9b0636beffd14586c0a7ff1347814523b46b91437569db,1,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
baseline,baseline:62:2:2,62,122,ce21a6f86fbbf6fdae9b0636beffd14586c0a7ff1347814523b46b91437569db,2,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
baseline,baseline:62:2:3,62,122,ce21a6f86fbbf6fdae9b0636beffd14586c0a7ff1347814523b46b91437569db,3,ad,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
baseline,baseline:62:3:0,62,122,a2f4ebd777ef3bd7ff06c9868fc20c7e63b5503cb793778c5c7229568bbc22b7,0,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:62:3:1,62,122,a2f4ebd777ef3bd7ff06c9868fc20c7e63b5503cb793778c5c7229568bbc22b7,1,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:62:3:2,62,122,a2f4ebd777ef3bd7ff06c9868fc20c7e63b5503cb793778c5c7229568bbc22b7,2,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:62:3:3,62,122,a2f4ebd777ef3bd7ff06c9868fc20c7e63b5503cb793778c5c7229568bbc22b7,3,prod,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:67:0:0,67,132,2a6242f5b050eb181d229a20799f37eabdf9b71e6ec0ba7072b492a338214bba,0,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,1,,,,,,,,,,
baseline,baseline:67:0:1,67,132,2a6242f5b050eb181d229a20799f37eabdf9b71e6ec0ba7072b492a338214bba,1,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,1,,,,,,,,,,
baseline,baseline:67:0:2,67,132,2a6242f5b050eb181d229a20799f37eabdf9b71e6ec0ba7072b492a338214bba,2,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,1,,,,,,,,,,
baseline,baseline:67:0:3,67,132,2a6242f5b050eb181d229a20799f37eabdf9b71e6ec0ba7072b492a338214bba,3,prod,,unavailable:not_persisted_per_task,0,100-150,0,2,1,,,,,,,,,,
baseline,baseline:67:1:0,67,132,89469262045023704737991e026af7ab9bcec2ba5b15e1cbd3d232f1561c16ba,0,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,1,,,,,,,,,,
baseline,baseline:67:1:1,67,132,89469262045023704737991e026af7ab9bcec2ba5b15e1cbd3d232f1561c16ba,1,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,1,,,,,,,,,,
baseline,baseline:67:1:2,67,132,89469262045023704737991e026af7ab9bcec2ba5b15e1cbd3d232f1561c16ba,2,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,1,,,,,,,,,,
baseline,baseline:67:1:3,67,132,89469262045023704737991e026af7ab9bcec2ba5b15e1cbd3d232f1561c16ba,3,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,1,,,,,,,,,,
baseline,baseline:67:2:0,67,132,97c784270dfb4acf1f7f161ca2f0ed15d02f286d865f4443d7325040b1edea75,0,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:67:2:1,67,132,97c784270dfb4acf1f7f161ca2f0ed15d02f286d865f4443d7325040b1edea75,1,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:67:2:2,67,132,97c784270dfb4acf1f7f161ca2f0ed15d02f286d865f4443d7325040b1edea75,2,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:67:2:3,67,132,97c784270dfb4acf1f7f161ca2f0ed15d02f286d865f4443d7325040b1edea75,3,prod,,unavailable:not_persisted_per_task,0,100-150,2,2,2,,,,,,,,,,
baseline,baseline:67:3:0,67,132,a613353a507645a4c300ec8f826d931890bf54a3a6d60e87402b036cb066c093,0,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:67:3:1,67,132,a613353a507645a4c300ec8f826d931890bf54a3a6d60e87402b036cb066c093,1,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:67:3:2,67,132,a613353a507645a4c300ec8f826d931890bf54a3a6d60e87402b036cb066c093,2,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:67:3:3,67,132,a613353a507645a4c300ec8f826d931890bf54a3a6d60e87402b036cb066c093,3,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
baseline,baseline:68:0:0,68,134,6cb07a9f34605479d1ccdc927a8b3dddca1c47658eb12f14fe22f49bb774907f,0,video,,unavailable:not_persisted_per_task,0,100-150,0,14,12,,,,,,,,,,
baseline,baseline:68:0:1,68,134,6cb07a9f34605479d1ccdc927a8b3dddca1c47658eb12f14fe22f49bb774907f,1,video,,unavailable:not_persisted_per_task,0,100-150,0,14,12,,,,,,,,,,
baseline,baseline:68:0:2,68,134,6cb07a9f34605479d1ccdc927a8b3dddca1c47658eb12f14fe22f49bb774907f,2,video,,unavailable:not_persisted_per_task,0,100-150,0,14,12,,,,,,,,,,
baseline,baseline:68:0:3,68,134,6cb07a9f34605479d1ccdc927a8b3dddca1c47658eb12f14fe22f49bb774907f,3,video,,unavailable:not_persisted_per_task,0,100-150,0,14,12,,,,,,,,,,
baseline,baseline:68:1:0,68,134,2265829cde3373db4881e93c00b9baa231bebd4a7442c9a93f7699f65757f5b1,0,ad,,unavailable:not_persisted_per_task,0,100-150,1,5,4,,,,,,,,,,
baseline,baseline:68:1:1,68,134,2265829cde3373db4881e93c00b9baa231bebd4a7442c9a93f7699f65757f5b1,1,ad,,unavailable:not_persisted_per_task,0,100-150,1,5,4,,,,,,,,,,
baseline,baseline:68:1:2,68,134,2265829cde3373db4881e93c00b9baa231bebd4a7442c9a93f7699f65757f5b1,2,ad,,unavailable:not_persisted_per_task,0,100-150,1,5,4,,,,,,,,,,
